Tratamiento;trat;bloque;plot;date;label;obs;exp.flux;t1;v1;v4;soilmo.perc;tcham;pressure;h20;co2;cdry;rh;tbench;fitstatus;licor
pre;N;1;1;23/4/2017 15:33;a;60;6,31;26,13;1,91;28,359;54,5;28,34;98,98;34,438;497,32;515,06;88,05;51,5;Exp 3;1
pre;N;1;1;23/4/2017 15:36;a;61;5,55;26,05;1,911;28,22;54,5;28,27;98,99;34,728;534,29;553,52;89,19;51,5;Lin;1
pre;N;1;1;23/4/2017 15:39;a;62;5,74;26,02;1,912;28,062;54,5;28,17;99;34,063;498,63;516,22;88,02;51,52;Exp 2;1
pre;N;1;1;23/4/2017 15:48;d;63;5,12;26,02;2,364;28,185;54,2;28,11;99,04;34,03;482,79;499,8;88,23;51,52;Lin;1
pre;N;1;1;23/4/2017 15:51;d;64;5,23;25,92;2,37;28,178;54,2;28,03;99,04;34,065;488,09;505,3;88,75;51,51;Exp 2;1
pre;N;1;1;23/4/2017 15:54;d;65;5,08;25,91;2,374;28,134;54,2;27,97;99,05;33,48;467,16;483,34;87,48;51,51;Lin;1
pre;N;1;1;23/4/2017 16:04;b;66;5,99;26,26;2,352;28,061;54,2;28,02;99,04;34,27;529,61;548,4;89,37;51,52;Exp 2;1
pre;N;1;1;23/4/2017 16:07;b;67;5,58;26,2;2,354;27,921;54,2;27,97;99,06;34,467;514,37;532,73;90,15;51,5;Lin;1
pre;N;1;1;23/4/2017 16:10;b;68;5,58;26,14;2,354;27,862;54,2;27,93;99,07;34,223;506,01;523,94;89,7;51,52;Lin;1
pre;C;1;2;23/4/2017 14:37;a;51;2,9;25,81;2,309;28,715;54,3;29,05;99;34,384;466,06;482,66;84,38;51,47;Lin;1
pre;C;1;2;23/4/2017 14:40;a;52;3,09;25,76;2,326;28,552;54,3;28,95;99,01;34,128;460,76;477,04;84,26;51,51;Exp;1
pre;C;1;2;23/4/2017 14:43;a;53;3,01;25,77;2,326;28,392;54,3;28,87;99,01;33,877;452,55;468,42;84,03;51,51;Lin;1
pre;C;1;2;23/4/2017 14:53;d;54;7,34;26,21;1,661;28,348;54,6;28,86;99,01;34,149;481,06;498,07;84,74;51,51;Exp 2;1
pre;C;1;2;23/4/2017 14:56;d;55;7,16;26,16;1,652;28,138;54,6;28,8;99,02;34,508;480,25;497,42;85,89;51,49;Exp 2;1
pre;C;1;2;23/4/2017 14:59;d;56;7,57;26,19;1,654;28,077;54,6;28,83;99,01;34,465;479,2;496,3;85,64;51,5;Exp 2;1
pre;C;1;2;23/4/2017 15:09;b;57;5,89;26,03;1,893;28,794;54,5;28,64;99;34,295;467,11;483,69;86,2;51,52;Exp 2;1
pre;C;1;2;23/4/2017 15:12;b;58;5,54;25,85;1,891;28,599;54,5;28,51;99;34,225;480,17;497,19;86,66;51,51;Lin;1
pre;C;1;2;23/4/2017 15:15;b;59;5,48;25,85;1,89;28,487;54,5;28,42;98,99;34,203;482,15;499,23;87,05;51,51;Exp 2;1
pre;NP;1;3;23/4/2017 13:44;a;42;12,09;26,21;2,077;29,917;54,4;29,58;99,05;35,731;465,15;482,39;85,1;51,65;Exp;1
pre;NP;1;3;23/4/2017 13:47;a;43;9,63;26,26;2,075;29,969;54,4;29,54;99,07;35,488;487,41;505,35;84,71;51,49;Exp;1
pre;NP;1;3;23/4/2017 13:50;a;44;9,63;26,25;2,073;29,837;54,4;29,51;99,07;35,837;489,16;507,34;85,73;51,5;Exp;1
pre;NP;1;3;23/4/2017 13:58;b;45;4,02;26,15;1,818;30,389;54,5;29,77;99,05;35,515;466,59;483,77;83,6;51,49;Exp;1
pre;NP;1;3;23/4/2017 14:01;b;46;3,87;25,98;1,818;30,469;54,5;29,72;99,05;34,054;443,64;459,28;80,44;51,5;Lin;1
pre;NP;1;3;23/4/2017 14:04;b;47;4,06;25,95;1,818;30,507;54,5;29,78;99,04;34,298;432,44;447,8;80,75;51,49;Exp;1
pre;NP;1;3;23/4/2017 14:12;d;48;4,33;25,86;2,255;29,644;54,3;29,41;99,04;34,459;465,17;481,77;82,87;51,5;Exp;1
pre;NP;1;3;23/4/2017 14:15;d;49;4,33;25,7;2,248;29,571;54,3;29,15;99,03;34,794;474,43;491,54;84,93;51,5;Exp;1
pre;NP;1;3;23/4/2017 14:18;d;50;4,08;25,66;2,246;29,559;54,3;29,07;99,03;35,19;475,72;493,07;86,29;51,52;Lin;1
pre;P;1;4;23/4/2017 13:36;a;46;5,01;26,07;;;;29,99;98,99;37,228;478,86;497,38;86,56;51,35;Exp 2;2
pre;P;1;4;23/4/2017 13:39;a;47;4,78;25,81;;;;30,1;99;37,396;469,69;487,94;86,36;51,34;Exp 2;2
pre;P;1;4;23/4/2017 13:42;a;48;4,48;26,03;;;;30,23;99,02;37,839;488,57;507,78;86,77;51,35;Exp 2;2
pre;P;1;4;23/4/2017 13:52;b;49;7,13;26,21;;;;29,92;98,98;35,922;479,39;497,25;83,74;51,35;Exp 2;2
pre;P;1;4;23/4/2017 13:55;b;50;6,3;26;;;;29,57;99;35,211;446,06;462,34;83,79;51,35;Lin;2
pre;P;1;4;23/4/2017 13:58;b;51;5,71;25,99;;;;29,3;98,99;37,057;532,85;553,36;89,58;51,35;Lin;2
pre;P;1;4;23/4/2017 14:08;c;52;3,8;25,8;;;;29,62;98,94;36,541;490,12;508,71;86,68;51,34;Exp;2
pre;P;1;4;23/4/2017 14:11;c;53;3,8;25,72;;;;29,32;98,97;36,192;479,37;497,37;87,42;51,35;Exp;2
pre;P;1;4;23/4/2017 14:14;c;54;3,66;25,63;;;;29,24;98,97;0,03628;496,97;515,68;88,04;51,34;Lin;2
pre;NP;2;5;23/4/2017 12:35;a;37;3,99;26,03;;;;30,69;99,07;35,777;439,28;455,58;79,91;51,33;Lin;2
pre;NP;2;5;23/4/2017 12:38;a;38;3,9;25,78;;;;30,25;99,06;35,805;444,5;461;82;51,35;Lin;2
pre;NP;2;5;23/4/2017 12:41;a;39;3,83;25,92;;;;30,38;99,07;36,298;457,36;474,58;82,53;51,35;Lin;2
pre;NP;2;5;23/4/2017 12:48;b;40;3,83;25,85;;;;30,33;99,03;35,187;444,22;460,42;80,21;51,32;Lin;2
pre;NP;2;5;23/4/2017 12:51;b;41;3,79;25,71;;;;29,98;99,05;35,834;452,93;469,77;83,42;51,35;Exp 2;2
pre;NP;2;5;23/4/2017 12:54;b;42;3,77;25,72;;;;29,92;99,04;0,03535;445,21;461,53;82,49;51,34;Exp 2;2
pre;NP;2;5;23/4/2017 13:02;d;43;5,72;26,33;;;;30,12;99;36,848;471,41;489,44;84,98;51,34;Exp 2;2
pre;NP;2;5;23/4/2017 13:05;d;44;5,6;26,02;;;;29,89;99;36,783;454,02;471,36;85,95;51,34;Exp 2;2
pre;NP;2;5;23/4/2017 13:08;d;45;5,32;25,96;;;;29,85;99,01;35,518;466,22;483,39;83,24;51,36;Exp 2;2
pre;P;2;6;23/4/2017 11:10;a;24;9,15;26,19;1,948;28,634;54,4;28,38;99,31;34,416;506,35;524,4;88,08;51,51;Exp;1
pre;P;2;6;23/4/2017 11:13;a;25;8,87;26,14;1,947;28,752;54,4;28,28;99,31;34,76;518,24;536,9;89,48;51,5;Exp;1
pre;P;2;6;23/4/2017 11:16;a;26;8,74;26,1;1,947;28,86;54,4;28,28;99,32;34,714;513,64;532,11;89,35;51,5;Exp;1
pre;P;2;6;23/4/2017 11:28;b;27;5,21;25,93;2,165;28,567;54,3;29,41;99,31;35,439;470,94;488,24;85,42;51,5;Exp;1
pre;P;2;6;23/4/2017 11:31;b;28;5,08;25,9;2,162;28,674;54,3;29,82;99,31;35,221;472,71;489,96;82,87;51,51;Exp;1
pre;P;2;6;23/4/2017 11:34;b;29;5,28;25,88;2,161;28,868;54,3;31,09;99,29;36,62;467,97;485,76;80,07;51,5;Exp;1
pre;P;2;6;23/4/2017 11:50;c;30;4,17;25,75;2,161;29,085;54,3;29,42;99,26;34,988;477,09;494,39;84,26;51,49;Lin;1
pre;P;2;6;23/4/2017 11:53;c;31;4,19;25,62;2,158;29,099;54,3;29,25;99,26;34,842;465,15;481,94;84,71;51,51;Lin;1
pre;P;2;6;23/4/2017 11:56;c;32;4,25;25,69;2,137;29,146;54,3;29,18;99,26;35,165;475,9;493,24;85,88;51,5;Exp;1
pre;C;2;7;23/4/2017 11:35;a;28;4,29;26,39;;;;29,1;99,21;35,581;509,26;528,05;87,25;51,33;Exp 2;2
pre;C;2;7;23/4/2017 11:38;a;29;4,29;25,53;;;;29;99,22;35,474;484,68;502,5;87,5;51,35;Lin;2
pre;C;2;7;23/4/2017 11:41;a;30;4,27;25,52;;;;29,05;99,22;35,341;494,51;512,63;86,88;51,34;Exp 2;2
pre;C;2;7;23/4/2017 11:46;d;31;3,78;25,68;;;;29,31;99,18;35,475;495,78;514,01;85,88;51,33;Exp 2;2
pre;C;2;7;23/4/2017 11:49;d;32;3,74;25,58;;;;29,13;99,2;35,625;467,46;484,73;87,18;51,36;Exp 2;2
pre;C;2;7;23/4/2017 11:52;d;33;3,52;25,55;;;;29,14;99,2;34,599;451,29;467,47;84,59;51,34;Exp 2;2
pre;C;2;7;23/4/2017 12:00;b;34;5,22;26,08;;;;29,54;99,14;34,246;458,18;474,42;81,78;51,33;Exp 2;2
pre;C;2;7;23/4/2017 12:03;b;35;4,84;25,65;;;;29,33;99,15;35,275;473,05;490,34;85,28;51,35;Lin;2
pre;C;2;7;23/4/2017 12:06;b;36;4,79;25,86;;;;29,33;99,16;35,027;481,13;498,6;84,66;51,34;Lin;2
pre;C;3;8;23/4/2017 10:30;c;19;4,44;25,6;;;;28,5;99,27;35,631;529,31;548,87;90,49;51,35;Exp 2;2
pre;C;3;8;23/4/2017 10:33;c;20;4,39;25,45;;;;28,42;99,29;35,076;481,8;499,31;89,53;51,34;Lin;2
pre;C;3;8;23/4/2017 10:36;c;21;4,42;25,31;;;;28,27;99,3;35,03;485,63;503,26;90,16;51,36;Exp 2;2
pre;C;3;8;23/4/2017 10:46;a;22;4,31;25,57;;;;28,52;99,26;35,283;483,21;500,88;89,42;51,33;Exp 2;2
pre;C;3;8;23/4/2017 10:49;a;23;3,9;25,4;;;;28,26;99,27;34,878;480,8;498,17;89,8;51,34;Exp 2;2
pre;C;3;8;23/4/2017 10:52;a;24;3,73;25,27;;;;28,1;99,27;34,694;480,21;497,47;90,23;51,34;Lin;2
pre;C;3;8;23/4/2017 11:01;b;25;4,86;25,7;;;;28,56;99,22;35,646;496,58;514,94;90,16;51,33;Exp 2;2
pre;C;3;8;23/4/2017 11:04;b;26;4,81;25,75;;;;28,41;99,23;35,559;496,15;514,44;90,73;51,35;Exp 2;2
pre;C;3;8;23/4/2017 11:07;b;27;4,43;25,43;;;;28,26;99,23;35,801;504,42;523,15;92,18;51,34;Lin;2
pre;P;3;9;23/4/2017 09:39;a;10;6,19;25,86;;;;27,93;99,32;35,856;511,71;530,75;94,21;51,34;Lin;2
pre;P;3;9;23/4/2017 09:42;a;11;6,67;25,86;;;;27,97;99,32;35,287;476,08;493,5;92,42;51,36;Exp 2;2
pre;P;3;9;23/4/2017 09:45;a;12;6,41;25,84;;;;27,82;99,33;35,214;510,61;529,24;93,09;51,35;Lin;2
pre;P;3;9;23/4/2017 09:54;b;13;4,5;25,79;;;;28,16;99,31;34,746;484,2;501,63;90,07;51,34;Exp 2;2
pre;P;3;9;23/4/2017 09:57;b;14;4,06;25,69;;;;28,5;99,32;35,427;478,73;496,31;90;51,36;Lin;2
pre;P;3;9;23/4/2017 10:00;b;15;4,17;25,55;;;;28,62;99,33;34,751;467,19;484,01;87,67;51,34;Exp 2;2
pre;P;3;9;23/4/2017 10:09;d;16;4,88;25,8;;;;28,3;99,31;35,223;507,61;526,14;90,54;51,34;Exp 2;2
pre;P;3;9;23/4/2017 10:12;d;17;4,92;25,66;;;;28,14;99,31;35,025;483,34;500,89;90,88;51,35;Lin;2
pre;P;3;9;23/4/2017 10:15;d;18;4,67;25,61;;;;28,14;99,31;35,231;488,03;505,85;91,43;51,35;Lin;2
pre;N;3;10;23/4/2017 09:25;b;15;4,49;25,43;2,406;28,123;54,2;27,74;99,36;33,136;458,67;474,39;88,04;51,51;Lin;1
pre;N;3;10;23/4/2017 09:28;b;16;4,27;25,67;2,406;28,296;54,2;27,63;99,37;33,797;495,31;512,63;90,41;51,5;Lin;1
pre;N;3;10;23/4/2017 09:31;b;17;4,26;25,67;2,406;28,281;54,2;27,62;99,39;33,997;509,03;526,95;90,98;51,51;Exp 2;1
pre;N;3;10;23/4/2017 09:43;d;18;4,83;25,61;2,28;28,599;54,3;28,55;99,36;35,162;466,7;483,71;89,12;51,51;Exp 2;1
pre;N;3;10;23/4/2017 09:46;d;19;4,25;25,61;2,281;28,422;54,3;28,05;99,38;34,342;483,21;500,39;89,67;51,5;Exp 2;1
pre;N;3;10;23/4/2017 09:49;d;20;4,24;25,56;2,281;28,33;54,3;28,09;99,39;34,474;472,82;489,7;89,81;51,51;Exp 2;1
pre;N;3;10;23/4/2017 10:35;a;21;4,77;25,66;2,233;28,773;54,3;27,97;99,34;32,476;469,87;485,65;85,14;51,52;Exp;1
pre;N;3;10;23/4/2017 10:38;a;22;4,56;25,59;2,232;28,701;54,3;27,94;99,36;33,22;476,55;492,93;87,32;51,51;Exp;1
pre;N;3;10;23/4/2017 10:41;a;23;4,97;25,64;2,232;28,663;54,3;28,01;99,35;33,865;466,8;483,16;88,63;51,5;Exp;1
pre;NP;3;11;23/4/2017 08:07;b;1;3,25;25,84;2,273;25,557;54,3;26,22;99,41;32,188;592,49;612,2;93,59;51,52;Exp;1
pre;NP;3;11;23/4/2017 08:10;b;2;3,38;25,73;2,276;25,562;54,3;26,21;99,41;32,252;619,89;640,54;93,84;51,51;Exp;1
pre;NP;3;11;23/4/2017 08:12;b;3;3,2;25,78;2,278;25,569;54,3;26,22;99,41;32,32;635,4;656,62;94,05;51,5;Lin;1
pre;NP;3;11;23/4/2017 08:16;b;4;3,46;25,67;2,28;25,586;54,3;26,24;99,41;32,356;554,75;573,31;93,98;51,51;Exp;1
pre;NP;3;11;23/4/2017 08:18;b;5;3,34;25,68;2,272;25,601;54,3;26,26;99,42;32,391;576,89;596,21;93,99;51,5;Exp;1
pre;NP;3;11;23/4/2017 08:23;b;6;3,25;25,71;2,272;25,631;54,3;26,36;99,42;32,501;554,89;573,53;93,8;51,5;Lin;1
pre;NP;3;11;23/4/2017 08:26;b;7;3,38;25,66;2,272;25,645;54,3;26,41;99,43;32,554;549,47;567,96;93,62;51,52;Exp;1
pre;NP;3;11;23/4/2017 08:29;b;8;3,34;25,71;2,281;25,636;54,3;26,4;99,41;32,612;563,71;582,72;93,85;51,51;Exp;1
pre;NP;3;11;23/4/2017 08:35;d;9;3,94;25,76;1,596;27,419;54,6;27,29;99,41;33,007;440,54;455,58;90,1;51,49;Exp;1
pre;NP;3;11;23/4/2017 08:38;d;10;3,49;25,69;1,597;27,529;54,6;27,13;99,41;33,32;505,04;522,45;91,84;51,51;Exp;1
pre;NP;3;11;23/4/2017 08:41;d;11;3,79;25,61;1,597;27,697;54,6;27,33;99,41;33,65;487,7;504,68;91,6;51,5;Exp;1
pre;NP;3;11;23/4/2017 08:50;c;12;4,54;25,97;2,093;27,621;54,4;27,45;99,41;33,895;537,4;556,25;91,69;51,5;Lin;1
pre;NP;3;11;23/4/2017 08:53;c;13;4,73;25,85;2,09;27,544;54,4;27,46;99,41;33,902;501,73;519,34;91,64;51,52;Exp;1
pre;NP;3;11;23/4/2017 08:56;c;14;4,63;25,82;2,087;27,433;54,4;27,54;99,41;33,734;491,01;508,15;90,75;51,5;Exp;1
pre;NP;3;11;23/4/2017 08:29;b;1;3,04;25,77;;;;26,78;99,27;34;530,21;548,91;95,73;51,34;Lin;2
pre;NP;3;11;23/4/2017 08:32;b;2;3,17;25,71;;;;26,79;99,28;34,105;521,9;540,33;95,77;51,34;Lin;2
pre;NP;3;11;23/4/2017 08:35;b;3;3,38;25,8;;;;26,8;99,29;34,143;520,36;538,76;95,82;51,35;Exp 2;2
pre;NP;3;11;23/4/2017 08:47;d;4;3,39;25,73;;;;27,49;99,28;34,862;520,11;538,9;93,93;51,33;Lin;2
pre;NP;3;11;23/4/2017 08:50;d;5;3,39;25,69;;;;27,64;99,29;35,298;511,62;530,35;94,31;51,35;Lin;2
pre;NP;3;11;23/4/2017 08:53;d;6;3,83;25,61;;;;28,15;99,3;35,635;500,15;518,64;92,35;51,35;Exp 2;2
pre;N;2;12;23/4/2017 12:39;a;33;8,37;25,77;1,764;28,631;54,5;29,57;99,13;35,247;458,19;474,93;84,05;51,47;Exp;1
pre;N;2;12;23/4/2017 12:42;a;34;8,85;25,78;1,76;28,651;54,5;29,41;99,15;35,749;498,98;517,48;86,05;51,49;Exp;1
pre;N;2;12;23/4/2017 12:45;a;35;8,75;25,81;1,756;28,567;54,5;29,57;99,15;35,033;441,87;457,91;83,52;51,51;Exp;1
pre;N;2;12;23/4/2017 12:55;c;36;5,08;26,69;2,142;29,44;54,3;29,66;99,16;35,236;448,54;464,92;83,59;51,51;Lin;1
pre;N;2;12;23/4/2017 12:58;c;37;5,24;26,06;2,141;29,473;54,3;29,49;99,14;35,401;468,72;485,92;84,79;51,5;Exp;1
pre;N;2;12;23/4/2017 13:01;c;38;5,26;25,91;2,14;29,704;54,3;29,52;99,13;35,353;452,77;469,37;84,57;51,51;Exp;1
pre;N;2;12;23/4/2017 13:14;d;39;4,29;25,87;2,133;29,343;54,3;29,7;99,1;36,615;482,88;501,23;86,62;51,52;Exp;1
pre;N;2;12;23/4/2017 13:17;d;40;4,27;25,82;2,134;29,214;54,3;29,52;99,11;36,231;479,36;497,38;86,63;51,49;Exp;1
pre;N;2;12;23/4/2017 13:20;d;41;4,09;25,83;2,134;29,065;54,3;29,39;99,1;36,244;491,76;510,26;87,31;51,49;Lin;1
pre;N;4;13;24/4/2017 15:36;a;37;3,37;26,18;;;;28,28;99,11;35,656;498,86;517,3;91,61;46,19;Exp 2;2
pre;N;4;13;24/4/2017 15:39;a;38;4,78;26,12;;;;28,19;99,15;35,478;487,54;505,47;91,66;51,42;Exp 3;2
pre;N;4;13;24/4/2017 15:42;a;39;3,72;26,04;;;;28,12;99,14;35,204;492,19;510,16;91,28;51,36;Exp 2;2
pre;N;4;13;24/4/2017 15:52;d;40;4,99;26,11;;;;28,16;99,18;35,6;526,62;546,06;92,15;51,35;Exp 2;2
pre;N;4;13;24/4/2017 15:55;d;41;4,67;26,05;;;;28,03;99,19;35,437;521,11;540,25;92,45;51,37;Lin;2
pre;N;4;13;24/4/2017 15:58;d;42;4,62;26,07;;;;27,97;99,22;35,269;515,45;534,29;92,32;51,34;Lin;2
pre;N;4;13;24/4/2017 16:06;c;43;3,77;26,21;;;;28;99,16;35,31;536,65;556,29;92,21;51,34;Lin;2
pre;N;4;13;24/4/2017 16:09;c;44;3,88;26,22;;;;27,89;99,2;35,009;508,04;526,48;92,09;51,36;Exp 2;2
pre;N;4;13;24/4/2017 16:12;c;45;3,64;26,3;;;;27,86;99,2;35,159;522,15;541,17;92,64;51,36;Lin;2
pre;C;4;14;24/4/2017 14:09;b;28;3,42;25,76;;;;29,06;99,18;33,645;453,61;469,4;82,64;51,35;Exp 2;2
pre;C;4;14;24/4/2017 14:12;b;29;3,21;25,74;;;;28,88;99,19;34,159;463,95;480,36;84,84;51,34;Lin;2
pre;C;4;14;24/4/2017 14:15;b;30;3,15;25,66;;;;28,81;99,2;33,963;462,61;478,87;84,68;51,35;Lin;2
pre;C;4;14;24/4/2017 14:27;d;31;6,43;26,22;;;;28,88;99,15;33,567;473,95;490,41;83,31;51,4;Exp 3;2
pre;C;4;14;24/4/2017 14:30;d;32;5,26;26,17;;;;28,79;99,16;33,069;446,74;462,02;82,49;51,36;Lin;2
pre;C;4;14;24/4/2017 14:33;d;33;5,52;26,18;;;;28,73;99,15;33,732;465,43;481,68;84,49;51,35;Exp 2;2
pre;C;4;14;24/4/2017 14:44;a;34;6,1;25,9;;;;28,65;99,09;33,599;459,85;475,83;84,44;51,36;Lin;2
pre;C;4;14;24/4/2017 14:47;a;35;5,75;25,86;;;;28,47;99,12;34,025;472,09;488,72;86,43;51,35;Lin;2
pre;C;4;14;24/4/2017 14:50;a;36;6,16;25,88;;;;28,42;99,14;33,977;476,42;493,17;86,56;51,34;Exp 2;2
pre;P;4;15;24/4/2017 13:02;a;28;3,45;26,16;2,318;29,499;54,3;29,73;99,3;32,105;440,7;455,31;75,89;51,5;Lin;1
pre;P;4;15;24/4/2017 13:05;a;29;3,47;26,06;2,372;29,358;54,2;29,67;99,3;32,228;434,31;448,77;76,52;51,51;Lin;1
pre;P;4;15;24/4/2017 13:08;a;30;3,66;26,03;2,335;29,308;54,2;29,65;99,28;31,915;437,61;452,04;75,87;51,51;Exp 2;1
pre;P;4;15;24/4/2017 13:15;b;31;5,86;26,24;1,602;28,725;54,6;29,55;99,28;32,442;446,56;461,53;77,57;51,5;Exp 2;1
pre;P;4;15;24/4/2017 13:18;b;32;5,56;26,14;1,588;28,98;54,6;29,31;99,27;32,333;444,37;459,22;78,34;51,51;Exp 2;1
pre;P;4;15;24/4/2017 13:21;b;33;5,5;26,21;1,594;29,46;54,6;29,29;99,28;32,988;454,97;470,48;80,08;51,5;Exp 2;1
pre;P;4;15;24/4/2017 13:28;d;34;4,99;26,51;2,276;29,954;54,3;29,61;99,27;33,427;463,13;479,14;79,56;51,52;Exp 2;1
pre;P;4;15;24/4/2017 13:31;d;35;4,41;26,27;2,299;30,248;54,3;29,3;99,26;32,77;462,77;478,45;79,49;51,5;Exp 2;1
pre;P;4;15;24/4/2017 13:34;d;36;4,49;26,2;2,299;30,288;54,3;29,13;99,27;32,969;459,95;475,63;80,76;51,51;Exp 2;1
pre;P;5;16;24/4/2017 12:57;d;19;4,87;26,32;;;;31,29;99,21;37,046;469,32;487,38;80,09;51,34;Lin;2
pre;P;5;16;24/4/2017 13:00;d;20;4,95;26,23;;;;31,1;99,21;37,897;478,75;497,61;82,81;51,35;Exp 2;2
pre;P;5;16;24/4/2017 13:03;d;21;4,9;26,23;;;;30,89;99,21;36,401;459,61;476,98;80,51;51,36;Exp 2;2
pre;P;5;16;24/4/2017 13:12;b;22;2,28;26,08;;;;30,72;99,17;35,348;453,29;469,9;78,84;51,35;Exp 2;2
pre;P;5;16;24/4/2017 13:15;b;23;2,3;26;;;;30,33;99,19;34,86;449,37;465,6;79,59;51,36;Exp 2;2
pre;P;5;16;24/4/2017 13:18;b;24;2,24;26,01;;;;30,23;99,2;35,161;450,54;466,96;80,76;51,35;Exp 2;2
pre;P;5;16;24/4/2017 13:27;a;25;5,61;26,28;;;;30,18;99,18;35,564;471,14;488,52;81,92;51,34;Lin;2
pre;P;5;16;24/4/2017 13:30;a;26;5,5;26,24;;;;29,72;99,2;34,898;469,59;486,57;82,61;51,36;Exp 2;2
pre;P;5;16;24/4/2017 13:33;a;27;5,31;26,25;;;;29,44;99,19;35,276;482,48;500,12;84,75;51,34;Lin;2
pre;NP;5;18;24/4/2017 10:30;b;10;8,1;26,13;2,067;28,775;54,4;28,6;99,43;33,695;454,48;470,33;85,28;51,56;Exp;1
pre;NP;5;18;24/4/2017 10:33;b;11;6,94;26,67;2,066;28,711;54,4;28,55;99,45;33,789;472,28;488,79;85,73;51,5;Lin;1
pre;NP;5;18;24/4/2017 10:36;b;12;6,77;26,45;2,066;29,101;54,4;28,71;99,45;33,884;472,85;489,43;85,18;51,5;Lin;1
pre;NP;5;18;24/4/2017 10:43;a;13;4,99;28,86;0,919;29,133;54,9;28,96;99,45;32,82;442,79;457,82;81,28;51,5;Exp 2;1
pre;NP;5;18;24/4/2017 10:46;a;14;4,91;26,1;1,927;28,94;54,4;28,87;99,45;32,883;438,98;453,91;81,9;51,5;Exp 2;1
pre;NP;5;18;24/4/2017 10:49;a;15;4,75;25,91;1,929;28,922;54,4;28,87;99,45;33,27;457,04;472,77;82,92;51,5;Lin;1
pre;NP;5;18;24/4/2017 11:00;d;16;3,46;25,84;2,338;29,279;54,2;28,97;99,44;33,825;456,34;472,32;83,71;51,51;Exp 2;1
pre;NP;5;18;24/4/2017 11:03;d;17;3,61;25,74;2,341;28,711;54,2;28,7;99,43;32,857;444,13;459,21;82,59;51,5;Exp 2;1
pre;NP;5;18;24/4/2017 11:06;d;18;3,22;25,84;2,342;28,467;54,2;28,6;99,43;33,592;460,78;476,79;84,99;51,49;Lin;1
pre;NP;5;19;24/4/2017 11:56;a;19;3,03;25,87;2,541;30,761;54,1;29,38;99,37;33,838;436,79;452,09;81,77;51,49;Lin;1
pre;NP;5;19;24/4/2017 11:59;a;20;3,19;25,85;2,54;30,671;54,1;29,39;99,36;33,01;426,76;441,33;79,75;51,51;Lin;1
pre;NP;5;19;24/4/2017 12:02;a;21;3,12;25,95;2,54;30,674;54,1;29,38;99,36;33,58;430,17;445,11;81,16;51,5;Exp 2;1
pre;NP;5;19;24/4/2017 12:10;d;22;4,2;25,88;2,46;30,433;54,2;29,74;99,33;32,983;432,81;447,58;78;51,5;Exp 2;1
pre;NP;5;19;24/4/2017 12:13;d;23;3,91;25,92;2,46;30,521;54,2;29,49;99,35;33,318;439,79;454,94;79,96;51,5;Lin;1
pre;NP;5;19;24/4/2017 12:16;d;24;4,04;25,89;2,459;30,577;54,2;29,58;99,33;32,505;421,54;435,7;77,6;51,51;Exp 2;1
pre;NP;5;19;24/4/2017 12:25;b;25;3,57;25,86;2,025;30,007;54,4;29,69;99,33;32,63;442,36;457,28;77,38;51,5;Exp 2;1
pre;NP;5;19;24/4/2017 12:28;b;26;3,46;25,79;2,023;29,789;54,4;29,67;99,33;32,357;438,52;453,18;76,87;51,51;Lin;1
pre;NP;5;19;24/4/2017 12:31;b;27;3,5;25,76;2,022;29,688;54,4;29,6;99,31;31,938;426,92;441,01;76,12;51,49;Exp 2;1
pre;NP;4;20;24/4/2017 14:25;a;37;3,2;26,25;2,384;29,837;54,2;29,5;99,23;31,539;424,05;437,86;75,55;51,49;Exp 2;1
pre;NP;4;20;24/4/2017 14:28;a;38;3,25;26,14;2,385;29,754;54,2;29,41;99,24;32,035;433,09;447,42;77,18;51,51;Exp 2;1
pre;NP;4;20;24/4/2017 14:31;a;39;3,21;26,21;2,386;29,637;54,2;29,26;99,24;31,668;423,78;437,64;76,97;51,51;Exp 2;1
pre;NP;4;20;24/4/2017 14:47;b;40;3,1;25,96;2,458;29,195;54,2;29,01;99,21;31,91;434;448,31;78,65;51,51;Lin;1
pre;NP;4;20;24/4/2017 14:50;b;41;3;25,78;2,463;28,577;54,2;28,76;99,21;32,452;431,75;446,23;81,16;51,51;Exp;1
pre;NP;4;20;24/4/2017 14:53;b;42;3,25;25,75;2,469;28,109;54,2;28,7;99,22;32,652;441,62;456,52;81,95;51,5;Exp;1
pre;NP;4;20;24/4/2017 15:03;d;43;5,96;28,25;;28,516;55,4;28,74;99,21;33,252;474,53;490,85;83,28;51,52;Exp;1
pre;NP;4;20;24/4/2017 15:06;d;44;5,81;27,53;;28,714;55,4;28,6;99,21;32,869;447,87;463,09;82,97;51,52;Lin;1
pre;NP;4;20;24/4/2017 15:09;d;45;5,8;26,26;2,277;28,301;54,3;28,51;99,22;33,344;461,05;476,95;84,61;51,5;Lin;1
pre;P;6;21;24/4/2017 10:13;a;10;4,18;25,81;;;;28,73;99,44;34,825;477,15;494,37;87,41;51,34;Exp 2;2
pre;P;6;21;24/4/2017 10:16;a;11;4,05;25,58;;;;28,53;99,44;34,73;464,29;481;88,18;51,36;Lin;2
pre;P;6;21;24/4/2017 10:19;a;12;4,02;25,94;;;;28,45;99,43;34,179;472,01;488,72;87,19;51,36;Lin;2
